chapter,article_number,title,content_md
"Ch. 1",16,"Principals","The following are considered principals: 1. Those who take a direct part in the execution of the act; 2. Those who directly force or induce others to commit it; 3. Those who cooperate in the commission of the offense by another act without which it would not have been accomplished."
